id,organization_name,Claude Rating,Combined,MAX Human rating Fit yes / no,RED Human rating Fit yes / no,Comments,Description,Full Description,Organization Category,Source,Organization Name URL,Stage,Industries,headquarters_location,CB Rank (Company),Headquarters Regions,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,linkedin_id,ID_copy,Facebook,Twitter,Website,Phone Number,Contact Email,IT Spend,IT Spend Currency,IT Spend (in USD),Trademarks Registered,Patents Granted,Average Visits (6 months),Monthly Visits,Similar Companies,IPO Status,IPO Date,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Acquisition Type,Number of Acquisitions,Acquisition Status,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Funding Rounds,Funding Status,Number of Employees,Number of Founders,Founders,Industry Groups,Operating Status,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Exits (IPO),Number of Exits,Number of Diversity Investments,Number of Lead Investments,filter_broad_yes,filter_strict_no,filter_broad_yes_strict_no,filter_non_english_keywords_CV,total_headcount,claude_total_employees,claude_total_rejected,claude_total_accepted,gpt5_total_employees,gpt5_total_rejected,gpt5_total_accepted,gemini_total_employees,gemini_total_rejected,gemini_total_accepted,stage_reached,category,max_headcount,max_population,Headquarters Location,Total Headcount,Organization Name,Stage Reached,Founded Date,country,subregion,ml_share,ml_share_lower80,ml_share_upper80,mean,q10,q50,q90
633,Liquid AI,"1.4

The description indicates Liquid AI is a technology company developing AI solutions for practical applications across multiple industries (finance, healthcare, logistics), with a focus on data analysis and decision-making tools. This strongly aligns with category 1 (ML Consultancy) as they appear to provide machine learning services/solutions rather than conducting fundamental AI research. The ""efficient general-purpose AI at every scale"" suggests applied AI solutions. The confidence score of 4 (strong fit) reflects that while they clearly provide AI solutions, there's not enough detail to confirm they specifically focus on ML/DL/RL approaches to warrant a perfect fit score.",1,1,,,Build efficient general-purpose AI at every scale.,"Liquid AI is a technology company that develops artificial intelligence solutions for various applications. It focuses on creating tools for data analysis and decision-making processes. Liquid AI serves industries such as finance, healthcare, and logistics.",,ML conferences affiliation data,https://www.crunchbase.com/organization/liquid-ai,,"Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning","Cambridge, Massachusetts, United States",247,"Greater Boston Area, East Coast, New England",year,,,,,For Profit,liquid-ai-inc,633,,https://twitter.com/LiquidAI_,http://liquid.ai,,ramin@liquid.ai,665848,USD,665848,0,0,26824.33,16092,11,Private,,,,,,,,,,,"Automattic, Safar Partners, Samsung NEXT, Isai, Bold Capital Partners",4,25,3,Early Stage Venture,51-100,4,"Alexander Amini, Daniela Rus, Mathias Lechner, Ramin Hasani","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Active,,,,,,,,,28.0,20.0,11.0,52,79,57,36,21.0,57,32,25.0,56,32,24.0,,,True,True,"Cambridge, Massachusetts, United States",79,Liquid AI,,2023-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,16.3935546875,9.0,16.0,25.0
1681,Visium,1.5 (ML Consultancy.Perfect fit),1,,1,,"Visium is a consulting company specialized in artificial intelligence, machine learning, and consulting.","Visium is a consulting company specialized in artificial intelligence, machine learning, and consulting. It delivers value to companies at every level of AI development, whether they are just entering the field or have a solid data science department. The company was founded in 2018 and headquartered in Zurich, Switzerland.",,ML conferences affiliation data,https://www.crunchbase.com/organization/visium,,"Apps, Artificial Intelligence (AI), Big Data, Consulting, Machine Learning","Zürich, Zurich, Switzerland",247943,"Europe, Middle East, and Africa (EMEA)",day,,,,,For Profit,visium-sa,1681,,,http://visium.com,,aa@visium.ch,1002018,USD,1002018,1,0,,1796,73,Private,,,,,,,,,,,,,,,,51-100,2,"Alen Arslanagic, Timon Zimmerman","Apps, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Active,,,,,,,,,13.0,3.0,0.0,43,75,58,51,7.0,58,51,7.0,58,49,9.0,,,True,True,"Zürich, Zurich, Switzerland",75,Visium,,2018-05-18 00:00:00,Unknown,Unknown,0.0,0.0,0.0,5.28125,2.0,5.0,9.0
1946,Enthought,1.4 (ML Consultancy.Strong fit),1,1,,,Enthought powers digital transformation for science.,"Enthought transforms the business of science with artificial intelligence. When hard science is mission critical, we’ll help you win in an AI-powered world. Discover What Matters Shape AI strategies to solve hard science. Make just-right investments to transform business-critical chemistry, physics, biology, and beyond. Unlock Hidden Value Turn scientific data into on-target business insights. We help you integrate and interact with masses of data to ask the right questions and unlock the best opportunities. Solve Really Hard Problems Go beyond brainpower to tackle problems that seem out of reach. From analyzing the Earth’s crust to mapping the human genome, speed ahead with AI attuned to the most challenging scientific requirements. Optimize Your People Spur innovation by teaching your best thinkers to command AI. Free scientists and engineers up to ask the right questions, expand the field of inquiry, and make intuitive leaps. At Enthought, we believe we're smarter together. Let's empower your best thinkers to move faster and discover more.",,crunchbase search,https://www.crunchbase.com/organization/enthought,,"Analytics, Artificial Intelligence (AI), Chemical, Consulting, Data Visualization, Life Science, Machine Learning, Oil and Gas, Software","Austin, Texas, United States",279887,Southern US,year,,,,,For Profit,enthought,1946,http://www.facebook.com/Enthought,http://twitter.com/enthought,http://www.enthought.com,5125361057,info@enthought.com,,,,,,,,8,Private,,,,,,,,,,,,,,,,51-100,2,"Eric Jones, Travis Vaught","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Design, Energy, Information Technology, Natural Resources, Professional Services, Science and Engineering, Software",Active,,,,,,,,,17.0,6.0,5.0,48,72,64,63,1.0,64,60,4.0,64,53,11.0,,,True,True,"Austin, Texas, United States",72,Enthought,,2001-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,2.5166015625,0.0,2.0,5.0
54,Addepto,1.5 (ML Consultancy.Perfect fit),1,1,,,Addepto is a consulting company focused on delivering cutting-edge AI and Data-driven solutions.,"Addepto is a leading AI consulting company according to Forbes focused on delivering cutting-edge AI and Data-driven solutions. Our approach extends beyond consulting. Share your challenge, and we’ll work closely with you, from strategic consultation to full implementation, to drive meaningful results. With a team of experienced AI and Data experts, we accelerate the automation and optimization of processes in global enterprises using modern technologies. Every day we create solutions based on the data that bring real value to our customers. Our key competences include: - Artificial Intelligence - Machine Learning - Generative AI Development - Data Engineering - Computer Vision - Big Data - NLP solutions",,Manual Search + Network,https://www.crunchbase.com/organization/addepto,,"Air Transportation, Automotive, E-Commerce, Finance, Financial Services, Manufacturing, Professional Services, Real Estate, Retail, Venture Capital","Warsaw, Mazowieckie, Poland",218728,"European Union (EU), Europe, Middle East, and Africa (EMEA)",year,2021-07-01,day,,,For Profit,addepto,54,https://www.facebook.com/addeptoanalytics#,https://twitter.com/addepto,https://addepto.com/,[⚠ Claude for Sheets™ RECALCULATING ⚠] =+48-792-43-890,hi@addepto.com,,,,1,0,24715.33,17215,19,Private,,Addepto acquired by Grape Up,https://www.crunchbase.com/acquisition/grape-up-acquires-addepto--80de03e1,Grape Up,https://www.crunchbase.com/organization/grape-up,2021-07-01,day,,,Was Acquired,,,,,M&A,51-100,2,"Artur Haponik, Edwin Lisowski","Commerce and Shopping, Financial Services, Lending and Investments, Manufacturing, Other, Real Estate, Transportation",Active,,,,,,,,,10.0,7.0,1.0,8,68,51,51,0.0,51,49,2.0,50,48,2.0,,,True,True,"Warsaw, Mazowieckie, Poland",68,Addepto,,2018-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,1.96484375,0.0,2.0,4.0
2040,Orcawise,"1.4 (ML Consultancy.Strong fit)

The description clearly indicates Orcawise is primarily an AI advisory and services firm that provides responsible AI tools, frameworks, custom LLM models, and implementation services to growth companies. This aligns strongly with category 1 (ML Consultancy) as they appear to focus on providing machine learning services and solutions rather than conducting fundamental AI research.",1,1,,,Orcawise is an Ai advisory and Services firm.,Orcawise is a provider of Responsible Ai Tools and Services: R.E.S.P.E.C.T. - Framework for Responsible Ai; OrcaPower AIIA - Custom LLM Model for Responsible Ai; OrcaSignal - Benchmark the Responsible Ai Maturity; Orcawise delivery teams work with growth companies to implement Responsible Ai strategies and custom models.,,crunchbase search,https://www.crunchbase.com/organization/orcawise,,"Artificial Intelligence (AI), Consulting, Marketing Automation","Dublin, Dublin, Ireland",432210,"European Union (EU), Europe, Middle East, and Africa (EMEA)",day,,,,,For Profit,orcawise,2040,,,https://www.orcawise.com,,,,,,,,,,8,Private,,,,,,,,,,,,,,,,51-100,2,"Carmel McLoughlin, Kevin J. Neary","Artificial Intelligence (AI), Data and Analytics, Professional Services, Sales and Marketing, Science and Engineering, Software",Active,,,,,,,,,10.0,0.0,0.0,12,65,64,64,0.0,64,61,3.0,64,54,10.0,,,True,True,"Dublin, Dublin, Ireland",65,Orcawise,,2011-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,2.8564453125,0.0,3.0,6.0
672,Inflection AI,"2.5 (Pure AI Research.Perfect fit)

Inflection AI clearly falls into the ""Pure AI Research"" category as it develops large language models (LLMs) like Pi, which represents fundamental AI research similar to organizations like OpenAI, Anthropic, and DeepMind. The description indicates they've built ""one of the world's most intelligent LLMs"" and are focused on advancing enterprise AI intelligence, which aligns perfectly with category 2. The perfect fit score (5) is warranted because their core business is developing foundational AI models rather than just consulting or applying existing models.",1,,1,,Inflection AI is a public benefit corporation leveraging its world class LLM to build an AI platform focused on the needs of the enterprise.,"Inflection AI is building the future of enterprise AI. Founded in 2022, the company created one of the world’s most intelligent LLMs called Pi, used by millions of people around the world. In March 2024, Inflection AI was refounded under the leadership of CEO Sean White with a mission to enable people to achieve more by unlocking the full potential of enterprise intelligence.",,ML conferences affiliation data,https://www.crunchbase.com/organization/inflection-ai,,"Artificial Intelligence (AI), Chatbot, Generative AI, Information Technology, Machine Learning","Palo Alto, California, United States",1182,"San Francisco Bay Area, Silicon Valley, West Coast",year,,,,,For Profit,inflectionai,672,,https://x.com/inflectionai,https://inflection.ai,,,,,,,,53385.83,62102,28,Private,,,,,,,,,2,Made Acquisitions,"CoreWeave, NVIDIA, Microsoft, Employee Stock Option Fund, Bill Gates",6,8,2,,51-100,7,"Ian McCarthy, Karen Simonyan, Mustafa Suleyman, Reid Hoffman, Sean White, Ted Shelton, Vibhu Mittal","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Active,,,,,,,,,12.0,6.0,1.0,34,63,49,40,9.0,49,38,11.0,49,35,14.0,,,True,True,"Palo Alto, California, United States",63,Inflection AI,,2022-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,6.544921875,2.0,6.0,12.0
1075,Partnership on AI,"3.5 (Other.Strong fit)

The Partnership on AI is best categorized as ""Other"" with a strong fit. While they engage with AI technologies, they primarily function as a research and advocacy organization focused on best practices, ethics, and societal impact of AI rather than providing ML consultancy services (category 1) or conducting fundamental AI research to develop new AI models (category 2). Their mission centers on studying AI's societal implications, organizing discussions, sharing insights, and creating educational materials - making them more of an AI ethics/policy organization than either a consultancy or pure research lab.",1,,1,,Partnership on AI has been established to study and formulate best practices on Artificial Intelligence technologies.,"The Partnership on AI believes that artificial intelligence technologies hold great promise for raising the quality of people’s lives and can be leveraged to help humanity address important global challenges such as climate change, food, inequality, health, and education. In support of the mission to benefit people and society, the Partnership on AI intends to conduct research, organize discussions, share insights, provide thought leadership, consult with relevant third parties, respond to questions from the public and media, and create educational material that advance the understanding of AI technologies including machine perception, learning, and automated reasoning.",,ML conferences affiliation data,https://www.crunchbase.com/organization/partnership-on-ai,,"Artificial Intelligence (AI), Machine Learning, Software","San Francisco, California, United States",103960,"San Francisco Bay Area, West Coast, Western US",day,,,,,Non-profit,partnershipai,1075,https://www.facebook.com/partnershipai,https://twitter.com/partnershipai,https://www.partnershiponai.org,,getintouch@partnershiponai.org,329464,USD,329464,,,,7095,3,Private,,,,,,,,,,,Knight Foundation,1,1,1,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Active,,,,,,,,,5.0,0.0,0.0,42,61,32,32,0.0,32,32,0.0,32,32,0.0,,,True,True,"San Francisco, California, United States",61,Partnership on AI,,2016-09-28 00:00:00,Unknown,Unknown,0.0,0.0,0.0,0.607421875,0.0,0.0,2.0
52,InData Labs,1.5 (ML Consultancy.Perfect fit),1,1,,,InData Labs is a 80+ people strong data science firm and AI-powered solutions provider with its own R&D center.,"InData Labs is a 80+ people strong data science firm and AI-powered solutions provider with its own R&D center that helps companies across the world to find perfect solutions to their challenges. Since 2014, our solutions and consulting services enable our clients to get valuable insights into data, automate repetitive tasks, enhance performance, add AI-driven features, and prevent cost overruns. We guarantee the high quality of our work as we use proprietary technologies, stick to exceptional customer care, and continually invest in talent development and own R&D center. As a boutique data science company, InData Labs is structured to support many flexible delivery models that can adapt to customer needs while maintaining speed and agility. Our expertise includes: - Generative AI (ChatGPT solutions, LLMs, Natural Language Processing) - Predictive Analytics, Forecasting, and Recommendation Systems development - Data Retrieval, Extraction, and OCR - Computer Vision (pose estimation, object detection, image recognition, visual search, brand/logo detection, object tracking) - Text Analysis - AI Research and Development (R&D) and Staff Augmentation - Cognitive Computing (sentiment analysis, face detection, risk assessment, fraud detection, behavioral recommendations) Let us deliver your next breakthrough AI product!",,Manual Search + Network,https://www.crunchbase.com/organization/indata-labs,,"Artificial Intelligence (AI), Big Data, Computer Vision, Consulting, Information Technology, Machine Learning, Natural Language Processing, Predictive Analytics, Software","Nicosia, Nicosia, Cyprus",213071,"Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East",day,,,,,For Profit,indata-labs,52,https://www.facebook.com/indatalabs,https://www.twitter.com/indatalabs,https://indatalabs.com/,[⚠ Claude for Sheets™ RECALCULATING ⚠] =+370 520 80 9 80,info@indatalabs.com,,,,,,,13825,24,Private,,,,,,,,,,,,,,,,51-100,2,"Ilya Kirillov, Marat Karpeko","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,4.0,5.0,0.0,10,59,53,53,0.0,53,49,4.0,52,47,5.0,,,True,True,"Nicosia, Nicosia, Cyprus",59,InData Labs,,2014-09-05 00:00:00,Unknown,Unknown,0.0,0.0,0.0,1.75,0.0,1.0,4.0
1227,Merantix Momentum,1.5 (ML Consultancy.Perfect fit),1,,1,,"Merantix Momentum is an IT Services and IT Consulting company that specializes in machine learning, deep learning, computer vision.","At Merantix Momentum, the experience doesn’t begin or end with their clients. It’s built from within by their people. They pride themselves on assembling the best machine learning engineers, team players, problem solvers, and creative thinkers.",,ML conferences affiliation data,https://www.crunchbase.com/organization/merantix-momentum,,"Consulting, Information Technology, Machine Learning","Berlin, Berlin, Germany",270462,"European Union (EU), Europe, Middle East, and Africa (EMEA)",year,,,,,For Profit,merantix-momentum,1227,,,https://merantix-momentum.com/,,,186058,USD,186058,,,,3429,10,Private,,,,,,,,,,,Merantix Capital,1,1,1,,11-50,1,Nicole Büttner,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Software",Active,,,,,,,,,12.0,6.0,4.0,45,59,49,48,1.0,49,40,9.0,49,37,12.0,,,True,True,"Berlin, Berlin, Germany",59,Merantix Momentum,,2019-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,3.5771484375,1.0,3.0,7.0
46,Markovate Inc.,1.4 (ML Consultancy.Strong fit),1,1,,,"Markovate specializes in crafting bespoke digital and AI-powered solutions, committed to catalyzing transformative growth for businesses.","Welcome to Markovate—where we don't just adapt to the digital age, we define it. As specialists in crafting bespoke digital and AI-powered solutions, we're committed to catalyzing transformative growth for both businesses and individuals. In an ever-changing technological landscape, we see ourselves as your strategic partner, turning the tides of change into waves of opportunity. Our Mission: To elevate performance metrics, inspire unprecedented change, and enrich lives through the power of innovative technologies like Machine Learning, Blockchain, Web3, NLP, Robotic Process Automation, Computer Vision, Quantum Computing and many more. We are driven by the vision of a world where technology serves not just as a tool but as a catalyst for broad-spectrum transformation. With our knowledgeable team by your side, you won't simply be implementing technology; you'll be strategically integrating AI to speed up business processes and open up fresh development opportunities. We have the know-how and the resources to help you reinvent consumer experiences, derive valuable insights from data, or optimize procedures. Step into the future with Markovate. We invite you to join us on this remarkable journey, where technology meets infinite possibilities in AI and areas like Cloud, Machine Learning, Blockchain, Web, Software.",,Manual Search + Network,https://www.crunchbase.com/organization/markovate,,"Artificial Intelligence (AI), Blockchain, Information Technology, Product Design, Software, UX Design, Web Design, Web Development","San Francisco, California, United States",169393,"San Francisco Bay Area, West Coast, Western US",day,,,,,For Profit,markovate,46,https://www.facebook.com/MarkovateAgency/,https://twitter.com/markovateagency,https://www.markovate.com,415-980-3786,info@markovate.com,848737,USD,848737,,,,22787,21,Private,,,,,,,,,,,,,,,,51-100,1,Rajeev Sharma,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Design, Information Technology, Other, Science and Engineering, Software",Active,,,,,,,,,5.0,0.0,0.0,2,57,43,43,0.0,43,43,0.0,43,42,1.0,,,True,True,"San Francisco, California, United States",57,Markovate Inc.,,2015-04-04 00:00:00,Unknown,Unknown,0.0,0.0,0.0,1.19140625,0.0,1.0,3.0
48,Moov AI,1.5 (ML Consultancy.Perfect fit),1,1,,,Moov AI is an information technology company that specializes in the fields of artificial intelligence and machine learning.,Moov AI is an information technology company that specializes in the fields of artificial intelligence and machine learning. It builds and deploys concrete Artificial Intelligence and Machine Learning solutions that help clients seize opportunities and tackle core business challenges.,,Manual Search + Network,https://www.crunchbase.com/organization/moov-ai,,"Artificial Intelligence (AI), Information Technology, Machine Learning, Training","Montréal, Quebec, Canada",196802,,day,2025-03-27,day,,,For Profit,moov-ai,48,https://www.facebook.com/moovdotai/,https://twitter.com/moov_ai,https://moov.ai,[⚠ Claude for Sheets™ RECALCULATING ⚠] =+1 514 458 2069,info@moov.ai,196057,USD,196057,1,0,,2773,123,Private,,Moov AI acquired by Publicis Groupe,https://www.crunchbase.com/acquisition/publicis-groupe-acquires-moov-ai--29809d34,Publicis Groupe,https://www.crunchbase.com/organization/publicis-groupe,2025-03-27,day,Acquisition,,Was Acquired,,,,,M&A,11-50,5,"Christian Mérat, Dominic Danis, Guillaume Petitclerc, Maxime Boissonneault, Olivier Blais","Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Science and Engineering, Software",Active,,,,,,,,,5.0,1.0,0.0,52,57,47,46,1.0,47,45,2.0,46,41,5.0,,,True,True,"Montréal, Quebec, Canada",57,Moov AI,,2018-10-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,2.8701171875,1.0,3.0,5.0
61,Recursive,"1.4

The description indicates Recursive is a technology firm that develops software solutions using AI for business processes, which aligns well with the ML Consultancy category. While they also use physics simulations and work in sustainability, their primary focus appears to be providing AI-enabled software solutions for businesses, making them a strong fit (4) for category 1.",1,1,,REPEAT,Recursive is a technology firm that develops software solutions to enhance business processes using AI and physics simulations.,,,Manual Search + Network,https://www.crunchbase.com/organization/recursive-cedf,,"Artificial Intelligence (AI), Business Development, Consulting, Enterprise Software, Sustainability","Tokyo, Tokyo, Japan",239890,Asia-Pacific (APAC),month,,,,,For Profit,recursive-ai,61,https://www.facebook.com/recursiveai,https://x.com/recursiveai,https://recursiveai.co.jp,,privacy@recursiveai.co.jp,,,,,,,2606,15,Private,,,,,,,,,,,Rohto Pharmaceutical,,1,1,Seed,51-100,2,"Katsutoshi Yamada, Tiago Ramalho","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software, Sustainability",Active,,,,,,,,,7.0,3.0,1.0,34,52,44,41,3.0,44,40,4.0,44,39,5.0,,,True,True,"Tokyo, Tokyo, Japan",52,Recursive,,2020-08-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,2.21484375,0.0,2.0,5.0
1580,LatticeFlow,"1.4

The description indicates LatticeFlow helps organizations ""build and deploy robust AI they can understand and trust"" and is categorized in industries including AI, Computer Vision, and Machine Learning. This strongly aligns with category 1 (ML Consultancy) as they appear to provide AI/ML services and solutions to other organizations. While they may conduct some research, their primary focus seems to be on helping clients implement trustworthy AI systems, making them a strong fit (4) for the ML Consultancy category.",1,1,,,LatticeFlow is empowering organizations to build and deploy robust AI they can understand and trust.,LatticeFlow is empowering organizations to build and deploy robust AI they can understand and trust.,,ML conferences affiliation data,https://www.crunchbase.com/organization/latticeflow,,"Artificial Intelligence (AI), Computer Vision, Enterprise Software, Machine Learning","Zürich, Zurich, Switzerland",13439,"Europe, Middle East, and Africa (EMEA)",year,,,,,For Profit,latticeflow,1580,,https://twitter.com/latticeflowai,https://latticeflow.ai/,,contact@latticeflow.ai,577647,USD,577647,2,0,,969,11,Private,,,,,,,,,,,"FPV Ventures, Atlantic Bridge, Global Founders Capital, OpenOcean, Innosuisse",5,6,3,Early Stage Venture,11-50,4,"Andreas Krause, Martin Vechev, Pavol Bielik, Petar Tsankov","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",Active,,,,,,,,,6.0,12.0,3.0,21,48,,,,,,,,,,,,True,True,"Zürich, Zurich, Switzerland",48,LatticeFlow,,2020-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,,,,
2088,R&D Center WINSTARS.AI,"1.4 (ML Consultancy.Strong fit)

The description clearly indicates that WINSTARS.AI is primarily a consulting company that provides machine learning and AI services/solutions to businesses across various industries. They specifically mention expertise in data science, computer vision, natural language processing, and other ML-related technologies. While they mention R&D, they appear to be applying these technologies to business problems rather than conducting fundamental AI research like OpenAI or DeepMind would. Their focus on ""empowering businesses"" and serving ""dozens of companies from America and Europe"" strongly suggests they fit category 1 (ML Consultancy).",1,1,,,"Leading AI R&D company, empowering businesses with cutting-edge AI solutions for efficiency and growth.","WINSTARS.AI is a leading R&D Center in Ukraine. Our mission is to empower businesses with the latest advancements in AI technology to drive efficiency and growth. We are experts in data science and work across various industries including healthcare, energy, logistics, and agriculture. Among our customers are dozens of companies from America and Europe. Scientists and engineers from 5 countries work for us. We also have representative offices in the USA, Germany, and Austria. Whether you're a startup or an established player, we can help you navigate the challenges and opportunities in your respective industry.",,crunchbase search,https://www.crunchbase.com/organization/winstars-technology-llc,,"Artificial Intelligence (AI), Computer Vision, Consulting, Data Visualization, Facial Recognition, Generative AI, Image Recognition, Machine Learning, Natural Language Processing, Text Analytics","Vinnytsya, Vinnyts'ka Oblast', Ukraine",535903,"Europe, Middle East, and Africa (EMEA)",day,,,,,For Profit,winstars-tecnology,2088,https://www.facebook.com/winstars.tech,https://twitter.com/winstarstech,https://www.winstars.ai,380685106515,info@winstars.ai,,,,,,,,8,Private,,,,,,,,,,,,,,,,51-100,1,Dmitry Sofyna,"Artificial Intelligence (AI), Data and Analytics, Design, Hardware, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,1.0,6.0,2.0,2,43,,,,,,,,,,,,True,True,"Vinnytsya, Vinnyts'ka Oblast', Ukraine",43,R&D Center WINSTARS.AI,,2016-12-12 00:00:00,Unknown,Unknown,0.0,0.0,0.0,,,,
2144,DiveDeepAI,1.5 (ML Consultancy.Perfect fit),1,,1,,"DiveDeepAI offers AI and machine learning consulting, specializing in deep learning solutions.","DiveDeepAI specializes in artificial intelligence and machine learning solutions, focusing on leveraging these technologies to offer consulting services. The company is passionate about assisting organizations in harnessing the power of AI to solve complex problems and improve operational efficiency. DiveDeepAI's expertise includes deep learning, a subset of machine learning that utilizes artificial neural networks to analyze and interpret large sets of data. This approach enables the identification of patterns and insights that can drive strategic decisions and innovations. DiveDeepAI is committed to delivering tailored AI solutions that meet the specific needs of its clients, ensuring they can capitalize on the latest advancements in AI technology.",,crunchbase search,https://www.crunchbase.com/organization/divedeepai,,"Artificial Intelligence (AI), Consulting, Machine Learning","Islamabad, Islamabad, Pakistan",659754,"Asia-Pacific (APAC), Middle East and North Africa (MENA)",year,,,,,For Profit,divedeepai,2144,https://www.facebook.com/DiveDeepAI/,https://twitter.com/divedeepai,https://divedeep.ai,#ERROR!,contact@divedeepai.com,,,,,,,,11,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Active,,,,,,,,,10.0,3.0,0.0,2,43,36,35,1.0,36,31,5.0,36,26,10.0,,,True,True,"Islamabad, Islamabad, Pakistan",43,DiveDeepAI,,2021-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,3.2783203125,1.0,3.0,6.0
2401,EuroCC,"1.4 (ML Consultancy.Strong fit)

The description clearly indicates that EuroCC specializes in artificial intelligence, data analysis, and supercomputing technologies, with a focus on providing these services to universities, research centers, and industries. They are explicitly mentioned as working in AI consulting and professional services. While they may conduct some research, their primary function appears to be providing AI and data analysis solutions to other organizations, which aligns strongly with category 1 (ML Consultancy).",1,1,,,"EuroCC specializes in supercomputing technologies, data analysis, and artificial intelligence.","EuroCC specializes in supercomputing technologies, data analysis, and artificial intelligence. Their purpose is to strengthen the research tasks of the university, research centers, and industries in Castile and León.",,crunchbase search,https://www.crunchbase.com/organization/eurocc,,"Artificial Intelligence (AI), Consulting, Information Technology","Valladolid, Castilla y Leon, Spain",1489946,"European Union (EU), Europe, Middle East, and Africa (EMEA)",year,,,,,For Profit,fundaci-n-centro-supercomputaci-n-castilla-y-le-n-fcsc-,2401,,https://twitter.com/EuroCC_SpainRES,https://www.fcsc.es,#ERROR!,eurocc@res.es,,,,,,,,12,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,8.0,1.0,0.0,29,42,,,,,,,,,,,,True,True,"Valladolid, Castilla y Leon, Spain",42,EuroCC,,2008-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,,,,
2120,Effixis,1.5 (ML Consultancy.Perfect fit),1,,1,,"Effixis supports companies, organizations, and financial institutions in their data innovation projects through state-of-the-art solutions.","Effixis provides comprehensive AI solutions to a wide range of clients, including major international organizations. Their creative techniques and dedication to AI education distinguish them as a reliable partner in AI-powered business transformation.",,crunchbase search,https://www.crunchbase.com/organization/effixis,,"Artificial Intelligence (AI), Consulting","Saint-sulpice, Vaud, Switzerland",604178,"Europe, Middle East, and Africa (EMEA)",year,2024-09-03,day,,,For Profit,effixis,2120,,,https://effixis.net,,contact@effixis.ch,,,,,,,,1,Private,,Effixis acquired by Artefact,https://www.crunchbase.com/acquisition/artefact-acquires-effixis--71270e24,Artefact,https://www.crunchbase.com/organization/artefact,2024-09-03,day,Acquisition,,Was Acquired,,,,,M&A,11-50,1,Melvin Kian,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Active,,,,,,,,,7.0,1.0,0.0,27,34,29,29,0.0,29,25,4.0,29,21,8.0,,,True,True,"Saint-sulpice, Vaud, Switzerland",34,Effixis,,2017-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,3.16015625,1.0,3.0,6.0
