id,organization_name,Claude Rating,Combined,MAX Human rating Fit yes / no,RED Human rating Fit yes / no,Comments,Description,Full Description,Organization Category,Source,Organization Name URL,Stage,Industries,headquarters_location,CB Rank (Company),Headquarters Regions,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,linkedin_id,ID_copy,Facebook,Twitter,Website,Phone Number,Contact Email,IT Spend,IT Spend Currency,IT Spend (in USD),Trademarks Registered,Patents Granted,Average Visits (6 months),Monthly Visits,Similar Companies,IPO Status,IPO Date,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Acquisition Type,Number of Acquisitions,Acquisition Status,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Funding Rounds,Funding Status,Number of Employees,Number of Founders,Founders,Industry Groups,Operating Status,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Exits (IPO),Number of Exits,Number of Diversity Investments,Number of Lead Investments,filter_broad_yes,filter_strict_no,filter_broad_yes_strict_no,filter_non_english_keywords_CV,total_headcount,claude_total_employees,claude_total_rejected,claude_total_accepted,gpt5_total_employees,gpt5_total_rejected,gpt5_total_accepted,gemini_total_employees,gemini_total_rejected,gemini_total_accepted,stage_reached,category,max_headcount,max_population,Headquarters Location,Total Headcount,Organization Name,Stage Reached,Founded Date,country,subregion,ml_share,ml_share_lower80,ml_share_upper80,company_id,company_name
1208,Tumult Labs,"3.5 (Other.Strong fit)

The company appears to be primarily focused on privacy research, data security, and related solutions rather than providing ML consulting services or conducting fundamental AI research. The description emphasizes IT, privacy, security, and data protection aspects without specific mention of machine learning or AI research as core offerings.",1,,1,,"Tumult Labs is an IT company that specializes in privacy research, information security, data sharing, and data privacy solutions,",,,ML conferences affiliation data,https://www.crunchbase.com/organization/tumult-labs,,"Consulting, Cyber Security, Fraud Detection, Information Technology, Network Security, Security","Durham, North Carolina, United States",249619,"Research Triangle, East Coast, Southern US",day,,,,,For Profit,tmltlabs,1208,,https://twitter.com/TumultLabs,https://www.tmlt.io,,,135861,USD,135861,,,,143,37,Private,,,,,,,,,,,,,,,,11-50,,,"Financial Services, Information Technology, Payments, Privacy and Security, Professional Services",Active,,,,,,,,,0.0,0.0,0.0,2,5,9,9,,9,9,,9,7,2.0,,,False,False,"Durham, North Carolina, United States",5,Tumult Labs,,2019-03-13 00:00:00,Unknown,Unknown,0.0,0.0,0.0,tmltlabs,Tumult Labs
2504,Allogic Tecnologia,,1,,1,,"Allogic Tecnologia offers IT services and consulting, specializing in compliance, protection against attacks, and encryption.","Allogic Tecnologia is a company that specializes in providing information technology services and consulting. The company is equipped to support businesses in ensuring compliance, offering protection against attacks, and implementing encryption. Allogic Tecnologia is committed to making technology easier with trained professionals ready to provide optimal solutions. The company operates in the field of IT services and consulting, with a team size of 11-50 professionals.",,crunchbase search,https://www.crunchbase.com/organization/allogic-tecnologia,,"Big Data, Consulting, Information Technology, Machine Learning","Santo André, Sao Paulo, Brazil",1968102,Latin America,year,,,,,For Profit,allogic-tecnologia,2504,https://www.facebook.com/allogicTecnologia,https://twitter.com/allogictecno,https://www.allogic.com.br,#ERROR!,contato@allogic.com.br,,,,,,,,11,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Software",Active,,,,,,,,,0.0,0.0,0.0,0,5,1,1,,1,1,,1,1,,,,False,False,"Santo André, Sao Paulo, Brazil",5,Allogic Tecnologia,,2016-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,allogic-tecnologia,Allogic Tecnologia
76,Azati Corporation,"1.4

The description clearly shows Azati is a software development company that provides machine learning services as a significant part of their offering. They specifically list machine learning capabilities including supervised/unsupervised learning, NLP, and deep learning among their services. While they offer other software development services as well, their ML consultancy focus is prominent enough to place them firmly in category 1 with a strong fit (score 4).",1,1,,,Software R&D & Consulting Company,"Azati is the team of bright-minded software developers, architects, designers and project managers not scared of sophisticated challenges. Our professional approach, expertise, and dedication are the proven facts for companies all over the globe. Our services include: Research and development services - Software Product Development - Proof of Concept implementation Data Science - Data discovery, warehousing, and ETL - Predictive Analytics Machine learning - Supervised/unsupervised learning  - Natural language processing - Deep learning - Applied maths and algorithms Domain expertise: - Life Sciences - Insurance - Media & Entertainment - HR & Recruitment Technology expertise: - Ruby on Rails - Java - Cross-Platform and Native Mobile - R, Python  - Cloud Technologies",,Manual Search + Network,https://www.crunchbase.com/organization/azati-corporation,,"Artificial Intelligence (AI), Augmented Reality, Machine Learning, Software, Software Engineering, Web Development","Warsaw, Mazowieckie, Poland",301262,"European Union (EU), Europe, Middle East, and Africa (EMEA)",day,,,,,For Profit,azati-corporation,76,https://www.facebook.com/azati.world/,,https://azati.ai,48222084843,info@azati.com,1955722,USD,1955722,,,,2814,4,Private,,,,,,,,,,,,,,,,101-250,1,Andrew Babkin,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",Active,,,,,,,,,0.0,1.0,0.0,0,4,188,188,,188,188,,186,184,2.0,,,False,False,"Warsaw, Mazowieckie, Poland",4,Azati Corporation,,2002-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,azati-corporation,Azati Corporation
1865,Taris Technologies,1.4 (ML Consultancy.Strong fit),1,1,,,An AI Native Solutions company offering cutting edge next generation technology services to businesses across the globe.,"At Taris Technologies, we develop cutting-edge AI solutions and products for industries worldwide. We can help scale your business through next-gen technologies.",,crunchbase search,https://www.crunchbase.com/organization/taris-technologies,,"Artificial Intelligence (AI), Business Development, Consulting, Generative AI, Information Technology, Intelligent Systems, Machine Learning, Predictive Analytics, Software","Pune, Maharashtra, India",149781,Asia-Pacific (APAC),year,,,,,For Profit,taristechnologies,1865,,https://twitter.com/taristech,https://taristech.com/,,info@taristech.com,,,,,,,,16,Private,,,,,,,,,1,Made Acquisitions,,,,1,Early Stage Venture,11-50,1,Aaryan Rai,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,0,4,3,3,,3,3,,3,3,,,,False,False,"Pune, Maharashtra, India",4,Taris Technologies,,2022-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,taristechnologies,Taris Technologies
2138,Finolity Consultancy Services,"1.4 (ML Consultancy.Strong fit)

The description clearly identifies Finolity Consultancy Services as an IT consulting firm that specifically mentions ""generative AI-ML"" as one of their core service offerings. They're described as having ""prowess in IT consulting, business solutions, generative AI-ML, and pioneering software development"" and they emphasize ""pushing the boundaries of possibility in fields such as generative AI-ML."" This strongly indicates they provide machine learning services as part of their consulting offerings, making them a good fit for category 1. The confidence score of 4 (strong fit) is appropriate because while ML is clearly part of their services, it appears to be one of several offerings rather than their exclusive focus.",1,1,,,Information technology company,"Finolity Consultancy Services (FCS) stands as a formidable presence in the sphere of multinational IT services and consulting, with its primary operational hubs situated in Delhi, Haryana, Patna, and various other key locations across India. As an indispensable component of the esteemed Finolity Group, FCS has garnered widespread recognition for its prowess in IT consulting, business solutions, generative AI-ML, and pioneering software development. With a steadfast commitment to excellence and innovation, FCS is dedicated to providing bespoke services tailored to meet the distinctive requirements of its diverse clientele. At the heart of FCS's operations lies a deep-rooted ethos of delivering unparalleled value through comprehensive IT solutions and consulting services. Leveraging a wealth of experience and expertise, the company empowers organizations to navigate the complexities of the digital landscape with confidence and clarity. Whether it's devising strategic IT frameworks, implementing cutting-edge technologies, or optimizing business processes, FCS offers a holistic suite of services designed to drive tangible results and foster long-term success. One of the cornerstones of FCS's success lies in its relentless pursuit of innovation. The company remains at the forefront of technological advancements, constantly pushing the boundaries of possibility in fields such as generative AI-ML and software development. By harnessing the power of emerging technologies, FCS enables its clients to gain a competitive edge, streamline operations, and unlock new opportunities for growth and expansion. FCS takes pride in its ability to cater to a diverse range of industries and sectors, each with its own unique set of challenges and requirements. Whether serving multinational corporations, government agencies, or startups, the company adopts a tailored approach, ensuring that every solution is meticulously crafted to address specific needs and objectives. From enhancing cybersecurity measures to implementing scalable infrastructure solutions, FCS remains steadfast in its commitment to delivering tangible value and driving sustainable growth for its clients. Central to FCS's operational philosophy is a relentless focus on quality and excellence. The company adheres to the highest standards of professionalism and integrity, prioritizing customer satisfaction above all else. Through a combination of rigorous quality assurance measures and a customer-centric approach, FCS consistently exceeds expectations, earning the trust and confidence of its clients time and again. Moreover, FCS recognizes the importance of fostering collaborative partnerships and building lasting relationships with its clients. By serving as a trusted advisor and strategic ally, the company seeks to forge enduring connections that extend far beyond individual projects or engagements. Whether providing ongoing support and maintenance services or offering strategic guidance and advisory support, FCS remains committed to being a reliable partner every step of the way. In essence, Finolity Consultancy Services represents more than just a provider of IT services and consulting – it embodies a commitment to excellence, innovation, and customer-centricity. With a proven track record of success and a relentless dedication to pushing the boundaries of what's possible, FCS continues to set the standard for excellence in the realm of multinational IT services and consulting.",,crunchbase search,https://www.crunchbase.com/organization/finolity-consultancy-services,,"Consulting, Information Technology, Manufacturing, Software","Yamunanagar, Haryana, India",652806,Asia-Pacific (APAC),day,,,,,For Profit,finolity,2138,https://www.facebook.com/finolity/,https://twitter.com/finolity,https://finolity.com/,18002039983,connect@finolity.com,,,,,,,,2,Private,,,,,,,,,,,,,,,,501-1000,1,Kumar Abhishek,"Information Technology, Manufacturing, Professional Services, Software",Active,,,,,,,,,0.0,0.0,0.0,0,4,,,,,,,,,,,,False,False,"Yamunanagar, Haryana, India",4,Finolity Consultancy Services,,2017-01-19 00:00:00,Unknown,Unknown,0.0,0.0,0.0,finolity,Finolity Consultancy Services
2080,iiNumbers,1.5 (category.score),1,1,,,iiNumbers is an AI consulting firm specializing in big data and deep learning technology applications.,iiNumbers is an AI consulting firm specializing in big data and deep learning technology applications.,,crunchbase search,https://www.crunchbase.com/organization/木刻思股份有限公司,,"Artificial Intelligence (AI), Biotechnology, Consulting","Taipei, T'ai-pei, Taiwan",518829,Asia-Pacific (APAC),year,,,,,For Profit,iinumbers,2080,,,https://iinumbers.com,,,,,,,,,,,Private,,,,,,,,,,,,,,1,Seed,11-50,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,1.0,0.0,2,4,3,3,,3,3,,3,3,,,,False,False,"Taipei, T'ai-pei, Taiwan",4,iiNumbers,,2014-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,iinumbers,iiNumbers
2214,YouNeeD,1.5 (ML Consultancy.Perfect fit),1,,1,,YouNeeD is a consulting company in analytics and machine learning.,"YouNeed makes use of statistical techniques and artificial intelligence models to predict events according to the strategic need of clients. They create analytical models capable of predicting actions and behaviors, translating information into decisions that generate impact on the business. They respond to customer inquiries by phone, contact form, and email.",,crunchbase search,https://www.crunchbase.com/organization/youneed-3105,,"Analytics, Artificial Intelligence (AI), Consulting, Machine Learning","Bogotá, Distrito Especial, Colombia",875257,Latin America,year,,,,,For Profit,youneed-s.a.s,2214,,,https://www.youneed.com.co,#ERROR!,info@youneed.com.co,,,,,,,,12,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,0,4,3,3,,3,3,,3,3,,,,False,False,"Bogotá, Distrito Especial, Colombia",4,YouNeeD,,2014-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,youneed-s.a.s,YouNeeD
1846,HydroMind,"1.5 (ML Consultancy.Perfect fit)

The description clearly indicates this is a company focused on ""Building AI Products and Consulting"" with specific mentions of ""AI,"" ""Machine Learning,"" and ""Consulting"" services. The description specifically lists consulting, product development, and information technology services in the AI space, which perfectly aligns with category 1 (ML Consultancy).",1,,1,,"AI, Hiring Platform, IT Consulting, Business Development, Product Development",Building AI Products and Consulting,,crunchbase search,https://www.crunchbase.com/organization/hydromind,,"Artificial Intelligence (AI), Consulting, Information Technology, Machine Learning, Software","Chennai, Tamil Nadu, India",128650,Asia-Pacific (APAC),day,,,,,For Profit,hydromind-group,1846,,,https://www.hydromind.in,919000466777,bhavithchandra@hydromind.in,,,,,,,,11,Private,,,,,,,,,,,"ElevenLabs, Microsoft for Startups, 6th Element Inc",,3,2,Seed,11-50,1,Bhavith Chandra Challagundla,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,1.0,0.0,0,4,2,2,,2,2,,2,2,,,,False,False,"Chennai, Tamil Nadu, India",4,HydroMind,,2021-12-28 00:00:00,Unknown,Unknown,0.0,0.0,0.0,hydromind-group,HydroMind
2084,IT Consulting Group,"1.3 (category.score)

Rationale: This company offers machine learning services as part of its broader IT consulting offerings, particularly in healthcare. While they do mention ""healthcare artificial intelligence, machine learning"" in their services, it appears to be just one component of their overall business rather than their primary focus. They provide a wide range of other services including healthcare project management, medical billing, and offshore services. This makes them fit into the ML Consultancy category, but with only a moderate fit since ML/AI services are not clearly their primary business.",1,1,,,IT Consulting Group is a healthcare solutions company that provides project management and healthcare offshore services.,"IT Consulting Group provides homeservices, healthcare project management, healthcare offshore services, healthcare revenue cycle management, healthcare artificial intelligence, machine learning, and medical billing services.",,crunchbase search,https://www.crunchbase.com/organization/it-consulting-group,,"Artificial Intelligence (AI), Billing, Consulting, Health Care, Information Technology, Medical, Project Management","Irvine, California, United States",527535,"Greater Los Angeles Area, West Coast, Western US",year,,,,,For Profit,it-consulting-gp,2084,https://www.facebook.com/itconsultinggp,https://twitter.com/I_THealthcare,https://itconsultingroup.com,#ERROR!,info@itconsultingroup.com,,,,,,,,66,Private,,,,,,,,,,,,,,,,51-100,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Other, Payments, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,1,3,,,,,,,,,,,,False,False,"Irvine, California, United States",3,IT Consulting Group,,2011-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,it-consulting-gp,IT Consulting Group
2379,Solid Software Solutions,"1.3 (category.score)

The company mentions incorporating machine learning, neural networks, and metaheuristic search to solve business problems for clients, which aligns with category 1 (ML Consultancy). However, this appears to be just one aspect of their broader software development and IT consulting services. They emphasize software development practices (TDD, OOD, Agile), system maintenance, and general consulting services more prominently than their ML capabilities. Therefore, a moderate fit (3) in the ML Consultancy category seems appropriate.",1,1,,,We are a team of professionals with a lot of experience and a passion for innovative technologies and trailblazing software.,"- Our work ethic and dedication help us create bespoke software for international clients as well as maintain intricate systems that have been around for years. - We have practical knowledge of working in distributed teams and we never underestimate the value of close cooperation with our clients. - We take our delivery dates seriously, never compromising the quality of our services and software. - We are keen on TDD, Object Oriented Design, Agile processes (Scrum/XP), and Open-Source movement. - We work to incorporate machine learning, metaheuristic search, neural networks, etc. to tackle business problems of our clients.",,crunchbase search,https://www.crunchbase.com/organization/solid-software-solutions,,"Consulting, Information Technology, Software","Katowice, Slaskie, Poland",1421039,"European Union (EU), Europe, Middle East, and Africa (EMEA)",month,,,,,For Profit,solid-software-solutions,2379,,,http://solidsoftware.pl,0048 787622787,info@solidsoftware.pl,,,,,,,,5,Private,,,,,,,,,,,,,,,,11-50,1,Tomasz Sikora,"Information Technology, Professional Services, Software",Active,,,,,,,,,0.0,0.0,0.0,0,3,,,,,,,,,,,,False,False,"Katowice, Slaskie, Poland",3,Solid Software Solutions,,2011-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,solid-software-solutions,Solid Software Solutions
2506,FlowPlus,1.3 (ML Consultancy.Moderate fit),1,1,,,"FlowPlus Ltd offers consulting services to help businesses work smarter, possibly involving AI and machine learning.","FlowPlus is involved in the consulting industry, focusing on helping businesses work smarter. The company offers services that likely include business consulting and possibly technology solutions, given the mention of AI and machine learning.",,crunchbase search,https://www.crunchbase.com/organization/flowplus-96b8,,"Artificial Intelligence (AI), Consulting, Training","London, England, United Kingdom",1972129,"Europe, Middle East, and Africa (EMEA)",year,,,,,For Profit,flowplus-helping-you-work-smarter,2506,,https://x.com/FlowPlus_Ltd,https://flowplus.co.uk,#ERROR!,enquiry@flowplus.co.uk,,,,,,,,,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Education, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,3,3,2,2,,2,2,,2,2,,,,False,False,"London, England, United Kingdom",3,FlowPlus,,2018-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,flowplus-helping-you-work-smarter,FlowPlus
2718,The Quantitative Consulting & Solutions,"1.3 (ML Consultancy.Moderate fit)

The company offers AI solutions as part of their services (specifically mentioning GLAS.ai as an ""AI-brain for automotive applications""), but this appears to be just one component of their broader embedded software and hardware consultancy business focused on the automotive industry. While they do provide ML services, it's not their exclusive focus, making it a moderate rather than strong fit for category 1.",1,1,,,"tQCS offers consultancy and solutions for embedded software and hardware, specializing in automotive applications.","tQCS specializes in providing consultancy and solutions for embedded software and hardware platforms, focusing on the automotive industry with services like In-vehicle network and eSync. The company caters to software engineers in Asia, offering products such as Mender OTA for over-the-air updates and GLAS.ai, an AI-brain for automotive applications. tQCS collaborates with industry leaders like Excelfore and Green Hills Software to deliver comprehensive embedded software solutions.",,crunchbase search,https://www.crunchbase.com/organization/tqcs,,"Consulting, Embedded Systems, Training","Hong Kong, Hong Kong Island, Hong Kong",3272207,Asia-Pacific (APAC),year,,,,,For Profit,tqcs,2718,,,https://tqcs.io,#ERROR!,info@tqcs.io,,,,,,,,11,Private,,,,,,,,,,,,,,,,11-50,,,"Education, Hardware, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,1,3,3,3,,3,3,,3,3,,,,False,False,"Hong Kong, Hong Kong Island, Hong Kong",3,The Quantitative Consulting & Solutions,,2013-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,tqcs,The Quantitative Consulting & Solutions
2142,Downtown Consulting,"1.4

The company is best categorized as an ML Consultancy (Category 1) with a strong fit (Score 4). Downtown Consulting explicitly offers AI and Data Science services, including Machine Learning, and focuses on ""accelerating AI impact."" While they have a broader portfolio including digital strategy and operational resilience, their core services include implementing AI solutions for businesses across various industries, which aligns with the definition of an ML Consultancy. They are not primarily focused on fundamental AI research like Category 2 organizations.",1,1,,,"Downtown Consulting provides digital strategy, transformation, internet of things, robotics, and automation services.","Downtown Consulting offers a range of services including Artificial Intelligence & Data Science, Digital Strategy & Transformation, and Operational Resilience Consulting. They focus on accelerating AI impact by taming the data beast. Their services are designed to help businesses navigate the complexities of the digital world and ensure operational resilience. They also have a strong presence in various industries such as automotive, internet-of-things, robotics, and software.",,crunchbase search,https://www.crunchbase.com/organization/downtown-consulting,,"Artificial Intelligence (AI), Big Data, Consulting, Generative AI, Information Technology, Internet of Things, Machine Learning, Quantum Computing, Software","London, England, United Kingdom",656751,"Europe, Middle East, and Africa (EMEA)",day,,,,,For Profit,2142,2142,,,,,,,,,,,,,14,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,0,3,,,,,,,,,,,,False,False,"London, England, United Kingdom",3,Downtown Consulting,,2011-04-07 00:00:00,Unknown,Unknown,0.0,0.0,0.0,2142,Downtown Consulting
1827,Japan Data Science Consortium,"1.4 (ML Consultancy.Strong fit)

The company clearly provides machine learning/AI services and solutions across multiple industries as a consulting firm. It specifically mentions AI technology, data science, and system construction with client-focused applications, making it a strong fit for the ML Consultancy category.",1,1,,,"Japan Data Science Consortium is an AI company that provides solutions for the medical, education, and retail areas.","Japan Data Science Consortium (JDSC) is an AI company that provides solutions for the medical, education and retail areas. As a professional consulting company, JDSC provides holistic support, from system construction to corporate process transformation to realize real profit impact by leveraging AI technology.",,crunchbase search,https://www.crunchbase.com/organization/japan-data-science-consortium,,"Artificial Intelligence (AI), Business Development, Consulting, Industrial","Tokyo, Tokyo, Japan",94993,Asia-Pacific (APAC),day,,,,,For Profit,jdsc,1827,https://www.facebook.com/JDSC.PR/,https://x.com/JDSC_PR/,https://jdsc.ai/,,info@jdsc.ai,,,,,,,,15,Private,,,,,,,,,,,"Mitsubishi UFJ Capital, Mizuho Capital, SMBC Venture Capital, UTEC - The University of Tokyo Edge Capital Partners, Sumitomo Mitsui Banking Corporation",1,13,4,Early Stage Venture,51-100,2,"Kato Erutesu Satoshi, Osugi Shimpei","Artificial Intelligence (AI), Data and Analytics, Manufacturing, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,1,3,86,86,,86,86,,86,82,4.0,,,False,False,"Tokyo, Tokyo, Japan",3,Japan Data Science Consortium,,2018-07-23 00:00:00,Unknown,Unknown,0.0,0.0,0.0,jdsc,Japan Data Science Consortium
2022,Xaigi Technology,1.5 (category.score),1,1,,,Xaigi Technology is an AI consulting company that offers digital transformation by building disruptive technology products using AI and ML.,"Xaigi Technology is an AI consulting and software product engineering company primarily focused on startups that drive digital transformation by building disruptive technology products using Artificial Intelligence and Machine Learning. Some of the company's services that they offer include sales forecasting, recommendation engines, predictive maintenance, process automation, metadata generation, content curation, and personalization. Xaigi Technology was founded in 2021 and is based in Noida, Uttar Pradesh.",,crunchbase search,https://www.crunchbase.com/organization/xaigi-technology,,"Analytics, Artificial Intelligence (AI), Consulting, Developer Platform, Machine Learning, Software, Software Engineering","Noida, Uttar Pradesh, India",410751,Asia-Pacific (APAC),year,,,,,For Profit,xaigi-technology-inc,2022,https://www.facebook.com/xaigi.tech,https://twitter.com/xaigitechnology,https://www.xaigi.tech,-9899414853,hello@xaigi.tech,,,,,,,,19,Private,,,,,,,,,,,,,,,,11-50,1,Tarun Tyagi,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Active,,,,,,,,,6.0,0.0,0.0,0,3,27,27,,27,26,1.0,27,25,2.0,,,False,True,"Noida, Uttar Pradesh, India",3,Xaigi Technology,,2021-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,xaigi-technology-inc,Xaigi Technology
2261,AIQRATE,"1.5 (ML Consultancy.Perfect fit)

The description clearly identifies AIQRATE as ""a global AI advisory and consulting firm"" that provides strategic AI advisory services across various business domains. They assist organizations in implementing AI solutions, designing AI-based decision-making cultures, and embedding AI into business processes. This perfectly matches category 1 (ML Consultancy) with the highest confidence score, as they are explicitly focused on providing AI consulting services rather than conducting fundamental AI research.",1,,1,,AIQRATE is a global AI advisory and consulting firm offering strategic AI services across various business domains.,"AIQRATE is a global AI advisory and consulting firm. It offers strategic AI advisory services and consulting offerings across various business domains. The firm assists in designing AI-based decision-making culture and ecosystem, requiring a Chief AI Officer (CAO) at the helm. AIQRATE also provides AI strategy for leaders and senior executives through masterclass series. The firm believes in embedding AI in the DNA of an organization, which requires the redesign of business processes, people practices, and culture.",,crunchbase search,https://www.crunchbase.com/organization/aiqrate,,"Advice, Artificial Intelligence (AI), Consulting","Bangalore, Karnataka, India",1025569,Asia-Pacific (APAC),year,,,,,For Profit,aiqrate,2261,https://www.facebook.com/aiqrate,https://twitter.com/aiqrate,https://www.aiqrate.ai,#ERROR!,consult@aiqrate.ai,,,,,,,,9,Private,,,,,,,,,,,,,,,,11-50,2,"Nandakumar Ramaiah, Sameer Dhanrajani","Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,1,3,1,1,,1,1,,1,1,,,,False,False,"Bangalore, Karnataka, India",3,AIQRATE,,2019-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,aiqrate,AIQRATE
2640,Q-Noon,"3.4 (Other - Strong fit)

The description primarily portrays Q-Noon as a company that uses AI as part of its broader business solutions, which includes physical products like migraine masks for hot/cold therapy. While they mention AI and software development, there's no specific focus on ML consulting services or fundamental AI research. They appear to be a general technology company that incorporates AI into various business applications and products, making them a strong fit for the ""Other"" category.",1,,1,,Q-Noon harnesses AI and software for business transformation.,"Q-Noon specializes in leveraging artificial intelligence (AI) and software development to drive business transformation across various industries. The company offers a range of products and services designed to optimize operations, enhance efficiency, and foster innovation. Among its offerings, Q-Noon provides solutions for hot and cold therapy, including a migraine mask that supports both heating and cooling treatments. This product is designed to offer relief from headaches and can be used for therapeutic purposes. Q-Noon's approach combines technological expertise with practical applications, aiming to address specific customer needs through customized software and AI-driven solutions.",,crunchbase search,https://www.crunchbase.com/organization/q-noon,,"Artificial Intelligence (AI), Consulting, Education, Software, Training","Istanbul, Istanbul, Turkey",2729803,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",year,,,,,For Profit,q-noon,2640,,,https://www.q-noon.com,#ERROR!,info@q-noon.com,,,,,,,,1,Private,,,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,1,3,1,1,,1,1,,1,1,,,,False,False,"Istanbul, Istanbul, Turkey",3,Q-Noon,,2017-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,q-noon,Q-Noon
1721,Technology,"3.5 (Other.Strong fit)

This company appears to be a general IT services company offering consulting, training, and web development services. While they may incorporate some technology elements, there's no specific mention of machine learning, deep learning, or reinforcement learning services (Category 1), nor any indication they conduct fundamental AI research (Category 2). The description points to a traditional IT services company that falls into the ""Other"" category with a strong fit.",1,,1,,"Technology is an IT company that specializes in consulting, training, and web development services.",,,ML conferences affiliation data,https://www.crunchbase.com/organization/technology-2f7a,,"Consulting, Information Technology, Training, Web Development","Beirut, Beyrouth, Lebanon",553382,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",year,,,,,For Profit,-.technology-sarl,1721,https://www.facebook.com/technologysarl/?fref=ts,https://twitter.com/startechnology1,https://www.technologysarl.com,#ERROR!,info@technologysarl.com,,,,,,,,27,Private,,,,,,,,,,,,,,,,11-50,1,Jordan Mitchell,"Education, Information Technology, Professional Services, Software",Active,,,,,,,,,0.0,0.0,0.0,0,3,3,3,,3,3,,3,3,,,,False,False,"Beirut, Beyrouth, Lebanon",3,Technology,,2001-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,-.technology-sarl,Technology
